ID,Программа,Часов,Стоимость (RUB),ДатаНачала,ДатаКонца,Описание,Тип
51,"Фабрика офисных процессов (для сотрудников СПбГЭТУ ""ЛЭТИ"")",18,0,"2023-6-14, 00:00","2023-6-23, 00:00",<p>Форма обучения - очная.</p>,Не задан
52,Фабрика офисных процессов,18,"2,000","2023-6-14, 00:00","2023-6-23, 00:00",<p>Форма обучения - очная.</p>,
53,Управление в технических системах (для сотрудников СПбГЭТУ «ЛЭТИ»),24,0,"2023-9-26, 00:00","2023-9-28, 00:00","<p>В рамках V Международной научной конференции по проблемам управления в технических системах СПбГЭТУ «ЛЭТИ» проводит программу повышения квалификации «Управление в технических системах», объемом 24 ак.часа с выдачей удостоверения о повышении квалификации установленного образца.</p>",Не задан
54,Промышленный дизайн в приборостроении,256,0,"2023-8-21, 00:00","2023-9-30, 00:00",<p>Общая трудоемкость программы - 256 академических часов.</p>,Не задан
55,Управление в технических системах ,24,"2,000","2023-9-26, 00:00","2023-9-28, 00:00","<p>В рамках V Международной научной конференции по проблемам управления в технических системах СПбГЭТУ «ЛЭТИ» проводит программу повышения квалификации «Управление в технических системах», объемом 24 ак. часа с выдачей удостоверения о повышении квалификации установленного образца.</p>",Не задан
56,Экономика и управление организацией,250,0,"2023-8-10, 00:00","2023-9-30, 00:00","<p style=""text-align:center;""><strong>ЭКОНОМИКА И УПРАВЛЕНИЕ ОРГАНИЗАЦИЕЙ</strong></p><p style=""text-align:justify;"">Программа ориентирована на формирование у слушателей современных знаний и практических компетенций, необходимых для эффективного и гибкого управления организацией &nbsp;(структурными подразделениями) и реализуемых ею проектов в современной экономике.</p><p>Выпускник программы «Экономика и управление организацией» способен:</p><ul><li style=""text-align:justify;"">Проводить комплексное и всестороннее исследование деятельности организации.</li><li style=""text-align:justify;"">Проводить маркетинговые исследования, участвовать в формировании ассортиментной политики компании, управлять ценовой и сбытовой деятельностью.</li><li style=""text-align:justify;"">Выявлять и формировать конкурентные преимущества организации и выпускаемой ею продукции (услуги).</li><li>Разрабатывать проекты по развитию компании и выводу новых продуктов на рынок, организуя рабочие процессы, планируя их экономическую эффективность и коммерческую успешность.</li><li>Определять и ценивать источники финансирования деятельности организации и&nbsp; ее проектов.</li><li>Разрабатывать программы по выводу организации из кризисного состояния.</li></ul><p><strong>&nbsp;</strong></p><p style=""text-align:center;""><strong>СОДЕРЖАНИЕ&nbsp; ПРОГРАММЫ</strong></p><p style=""text-align:center;""><strong>(наименование модулей)</strong></p><p style=""text-align:justify;""><strong>1.&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp; Роль &nbsp;и&nbsp; место организации в современной экономике.&nbsp; Современные методы управления организацией.</strong></p><p style=""text-align:justify;""><strong>2.&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp; Нормативно правовое обеспечение деятельности организации. </strong>(гражданское, коммерческое, налоговое&nbsp; и трудовое право)</p><p style=""text-align:justify;""><strong>3.&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp; Экономика коммерческой организации.</strong></p><p style=""text-align:justify;""><strong>4.&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp; Управление финансами коммерческой организации.</strong></p><p style=""text-align:justify;""><strong>5.&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp; Менеджмент организации.</strong></p><p style=""text-align:justify;""><strong>6.&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp; Управление конкурентоспособностью организации и выпускаемой ею продукции (услуги)</strong>.</p><p style=""text-align:justify;""><strong>7.&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp; Антикризисный менеджмент организации.</strong></p><p>&nbsp;</p>",Не задан
57,Управление карьерным ростом,250,0,"2023-8-10, 00:00","2023-9-30, 00:00","<p style=""text-align:center;""><strong>Программа профессиональной переподготовки</strong></p><p style=""text-align:center;""><strong>&nbsp;«Управление карьерным ростом»</strong></p><p style=""text-align:justify;"">Программа направлена на развитие навыков личной эффективности и развития индивидуальной карьеры, а также на освоение теоретических знаний и практических навыков по управлению карьерным развитием сотрудников компании в соответствии с основными тенденциями развития мирового общества.</p><p style=""text-align:justify;"">&nbsp;</p><p style=""text-align:justify;""><i>Что Вы получите:</i></p><ul><li style=""text-align:justify;"">Узнаете, что такое карьера, каковы закономерности и этапы её развития, почему важно управлять карьерой.</li><li style=""text-align:justify;"">Научитесь управлять своей карьерой, двигаясь по собственному пути, учитывая личные ценности и приоритеты.</li><li style=""text-align:justify;"">Сможете разработать план развития карьеры, выявить проблемы, которые тормозят профессиональный рост.</li></ul><p style=""text-align:justify;""><i>&nbsp;&nbsp;</i></p><p style=""text-align:justify;""><i>Планируемые результаты обучения</i></p><p style=""text-align:justify;"">Знать:</p><ul><li style=""text-align:justify;"">теоретико-методологические основы карьерного развития;</li><li style=""text-align:justify;"">основные закономерности индивидуального карьерного развития;</li><li style=""text-align:justify;"">разнообразные формы управления карьерой сотрудников в организации.</li></ul><p style=""text-align:justify;"">Уметь:</p><ul><li style=""text-align:justify;"">провести мониторинг рынка труда, оценить основные характеристики и интепретировать данные;</li><li style=""text-align:justify;"">ставить цели и мобилизовать личностные и временные ресурсы для их достижения;</li><li style=""text-align:justify;"">управлять своей карьерой, двигаясь по собственному пути, учитывая личные ценности и приоритеты;</li><li style=""text-align:justify;"">заинтересовать собеседника и сформулировать свое предложение с позиции потребностей и интересов оппонента;</li><li style=""text-align:justify;"">противостоять манипуляциям.</li></ul><p style=""text-align:justify;"">Владеть:</p><ul><li style=""text-align:justify;"">знаниями об основных способах профессионального позиционирования;</li><li style=""text-align:justify;"">знаниями об общих принципах и подходах управления карьерой персонала в организации;</li><li style=""text-align:justify;"">навыками самомотивации для карьерного продвижения;</li><li style=""text-align:justify;"">навыками планирования карьерных процессов в организации</li></ul><p style=""text-align:justify;""><i>&nbsp;</i></p><p><i>Курс разбит на логически связанные модули обучения. Среди которых:</i></p><p><strong>1.&nbsp;&nbsp;&nbsp;&nbsp;&nbsp; Теоретико-методологические основы карьерного развития.</strong></p><p style=""text-align:justify;"">Понятие о карьере. Эволюция представлений о карьере. Основные направления исследования карьеры. Карьера и профессионализм. Карьера 21 века – «карьера без границ». Типологии карьерного развития. Нетрадиционные варианты карьерного развития: фриланс, дауншифтинг.</p><p>&nbsp;<strong>2.&nbsp;&nbsp;&nbsp;&nbsp;&nbsp; Карьерный менеджмент. Основы формирования карьеры.</strong></p><p>Выявление сильных и слабых сторон личности. Определение подходящих видов деятельности, рабочих графиков, типов организаций и карьер в соответствии с индивидуальными особенностями личности. Основные подходы к планированию карьеры. Баланс между работой и личной жизнью.</p><p>&nbsp;<strong>3.&nbsp;&nbsp;&nbsp;&nbsp;&nbsp; Рынок труда. HR-маркетинг.</strong></p><p style=""text-align:justify;"">Рынок труда в России и за рубежом. Отраслевой срез динамики рынка труда. Перспективные рыночные ниши. Способы построения карьеры в российских и международных компаниях. Особенности карьеры в российском бизнесе, госуправлении и социальном секторе. Возможности работы и построения карьеры за рубежом. Непрерывное профессиональное образование. Обучение в России и за рубежом.</p><p style=""text-align:justify;"">&nbsp;<strong>4.&nbsp;&nbsp;&nbsp;&nbsp;&nbsp; Управление карьерой сотрудников организации. Кадровый резерв.</strong></p><p style=""text-align:justify;"">Развитие персонала и современные системы формирования управленческих кадров. Стратегия управления компанией и карьера. Общие принципы создания систем карьерного развития в организации. Эксклюзивный и инклюзивный подходы в управлении карьерой персонала. Основные задачи управления карьерой в организации. Должностные перемещения работников. Кадровый резерв и работа с ним. Управление разнообразием экосистемы персонала.</p><p style=""text-align:justify;"">&nbsp;<strong>5.&nbsp;&nbsp;&nbsp;&nbsp;&nbsp; Карьерный рост. Управление карьерой.</strong></p><p>Личная карьерная стратегия. Виды и драйверы карьерного трека (гендерные факторы, возраст, география, анализ компетенций). Критерии развития карьеры. Планирование карьеры, карьерная карта, разработка action plan, своя бизнес-модель (ресурсы- networking, mentoring, buddy, coaching, etc). Составление продающего резюме и сопроводительного письма. Представление себя и прохождение интервью, я и мой профессиональный бренд. Техники ведения собеседования и моделирование ситуации.</p><p>&nbsp;<strong>6.&nbsp;&nbsp;&nbsp;&nbsp;&nbsp; Целепологание. Тайм-менеджмент.</strong></p><p style=""text-align:justify;"">Миссия – важнейший фактор мотивации («Кто? Что? Почему? Как?).Определение личных ценностей и ролей. Проверка целей на личные ценности. Постановка целей и задач по методу SMART в работе и бизнесе. Постановка мотивирующих личныхцелей. Определение зоны личностного развития: план действий. Цели и ранжирование задач по приоритетам. Цели тайм-менеджмента. Ключевые рабочие цели каждого участника. Как определить приоритеты в делах.&nbsp; Метод «Матрица Эйзенхауэра». Правило Парето. Причины непродуктивности и прокрастинации. Методы повышения продуктивности.</p><p style=""text-align:justify;"">&nbsp;<strong>7.&nbsp;&nbsp;&nbsp;&nbsp;&nbsp; Теория коммуникации и практика делового общения.</strong></p><p style=""text-align:justify;"">«Невербальные средства коммуникации». «Критика в деловом общении». «Комплименты в деловой коммуникации». Деловой этикет в эпоху цифровизации. Эмоциональный интеллект. Барьеры в коммуникации. Деловой имидж. Деловая переписка как способ корпоративной коммуникации. Бизнес-этикет письменных коммуникаций.</p>",Не задан
58,тестовая,"1,000",0,"2023-9-27, 00:00","2023-9-28, 00:00",<p>описание</p>,Цифровая кафедра
59,Методы обработки физиологических данных,230,0,"2023-9-18, 00:00","2023-11-30, 00:00",<p>Программа повышения квалификации <strong>«Методы обработки физиологических данных» </strong>включает в себя следующие модули:</p><p>1. Введение</p><p>2. Интегративная нейро- и психофизиология</p><p>3. Методы функциональной диагностики в кардиологии</p><p>4. Big Data в медицинской визуализации</p>,Не задан
60,Высокотехнологичные медицинские системы и комплексы,60,0,"2023-9-18, 00:00","2023-10-30, 00:00",<p>программы повышения квалификации <strong>«Высокотехнологичные медицинские системы и комплексы»</strong> включает в себя следующие модули:</p><p>Модуль 1. Методы разработки медицинских высокотехнологичных систем и комплексов</p><p>Модуль 2. Методы оценки влияния стресса на организм человека</p><p>Модуль 3. Выполнение проекта «Разработка высокотехнологичных медицинских систем и комплексов для оценки влияния стресса на организм человека»&nbsp;</p>,Не задан
61,Аппаратные решения для интегративной физиологии,72,0,"2023-9-18, 00:00","2023-10-30, 00:00",<p>Программа повышения квалификации <strong>«Аппаратные решения для интегративной физиологии» </strong>включает в себя следующие модули:</p><p>Модуль 1. Технологии искусственного интеллекта в медицине</p><p>Модуль 2. Аппаратное обеспечение медицинских диагностических систем&nbsp;</p><p>Модуль 3. Интеллектуальный анализ данных в медицинских диагностических системах&nbsp;</p><p>Модуль 4. Аппаратные средства окулографии</p><p>Модуль 5. Психофизиология стресса</p>,Не задан
62,Использование технологий искусственного интеллекта в физиологии и медицине,36,0,"2023-9-18, 00:00","2023-10-30, 00:00",<p>Программа повышения квалификации <strong>«Использование технологий искусственного интеллекта в физиологии и медицине» </strong>включает в себя следующие разделы:</p><ol><li>Искусственный интеллект и машинное обучение</li><li>Искусственные нейронные сети</li><li>Системы искусственного интеллекта в здравоохранении</li><li>Правовые и этические аспекты применения искусственного интеллекта в медицине</li></ol>,Не задан
63,Основы проектной деятельности и технологического предпринимательства,58,0,"2023-9-19, 00:00","2023-12-8, 00:00",<p>Программа повышения квалификации <strong>«Основы проектной деятельности и технологического предпринимательства» в рамках акселерационной программы поддержки проектных команд «Стартапы LETI»</strong></p>,Не задан
64,Школа БАС (Петербургская школа ключевых исследователей и менеджеров сектора исследований и разработок по направлению «беспилотные авиационные системы»),0,0,"2023-10-9, 00:00","2023-10-20, 00:00","<p>Комитет по науке и высшей школе в рамках реализации мероприятий государственной программы Санкт-Петербурга «Экономика знаний в Санкт-Петербурге», утвержденной постановлением Правительства Санкт-Петербурга от 23.06.2014 № 496, проводит в 2023 году Петербургскую школу ключевых исследователей и менеджеров сектора исследований и разработок по направлению «беспилотные авиационные системы».</p><p>Для подачи заявки на участие в школе необходимо направить на адрес электронной почты: <a href=""mailto:dpo_leti@mail.ru"">dpo_leti@mail.ru</a> сообщение с ФИО претендента и контактным номером телефона,&nbsp;<br>в теме письма указать «Школа БАС». &nbsp;Срок приёма заявок и документов - до 24.00 МСК 27.09.2023 (включительно).</p><h4 style=""text-align:center;"">&nbsp;</h4><h4 style=""text-align:center;""><strong>Программа мероприятия</strong></h4><p style=""text-align:center;"">&nbsp;</p><p><strong>09.10.23, понедельник, КЗ 3К</strong></p><p><strong>10.00 – 10.20 Приветственное слово</strong></p><p><strong>10.20 – 11.05 </strong>История возникновения, развитие, настоящее время., 1 ак.час</p><p><strong>11.05 – 11.10 </strong>Перерыв</p><p><strong>11.10 – 11.55 </strong>Различные типы БАС, их плюсы и минусы БАС и БВС, 1 ак.час</p><p><strong>11.55 – 12.15 Кофе брейк</strong></p><p><strong>12.15 – 13.00 </strong>Специфика разработки БАС гражданского и специального назначения, 1 ак.час</p><p><strong>13.00 – 13.05 </strong>Перерыв</p><p><strong>13.05 – 13.50 </strong>Современные проблемы разработки и производства БАС в РФ, 1 ак.час</p><p>&nbsp;</p><p><strong>10.10.23, вторник, КЗ 3К</strong></p><p><strong>10.00 – 10.45 </strong>Нормативные акты, регламентирующие летные испытания БАС и БВС, 1 ак.час</p><p><strong>10.45 – 10.50 </strong>Перерыв</p><p><strong>10.50 – 11.35 </strong>Виды летных испытаний, 1 ак.час</p><p><strong>11.35 – 12.00 Кофе брейк</strong></p><p><strong>12.00 – 12.45 </strong>Порядок подготовки и выполнения летных испытаний, 1 ак.час</p><p><strong>12.45 – 12.50 </strong>Перерыв</p><p><strong>12.50 – 14.20 </strong>Опыт эксплуатации БВС ВТ разработки и производсва АО «НПП «Радар ммс», 2 ак.час</p><p>&nbsp;</p><p><strong>11.10.23, среда, КЗ 3К</strong></p><p><strong>10.00 – 10.20 Кофе брейк</strong></p><p><strong>10.20 – 11.00 Трансфер на АО НПП Радар ммс</strong></p><p><strong>11.00 – 11.45 </strong>Практическое занятие испытания и эксплуатация БАС и БВС, 1 ак.час</p><p><strong>11.45 – 11.50 </strong>Перерыв</p><p><strong>11.50 – 12.35 </strong>Практическое занятие разработка и производство БАС и БВС, 1 ак.час</p><p><strong>12.35 – 12.40 </strong>Перерыв</p><p><strong>12.40 – 13.25 </strong>Практическое занятие разработка и производство БАС и БВС, 1 ак.час</p><p>&nbsp;</p><p><strong>12.10.23, четверг, КЗ 3К</strong></p><p><strong>10.00 – 10.20 Кофе брейк</strong></p><p><strong>10.20 – 11.00 Трансфер на АО НПП Радар ммс</strong></p><p><strong>11.00 – 11.45 </strong>Практическое занятие испытания и эксплуатация БАС и БВС, 1 ак.час</p><p><strong>11.45 – 11.50 </strong>Перерыв&nbsp;</p><p><strong>11.50 – 12.35 </strong>Практическое занятие разработка и производство БАС и БВС, 1 ак.час</p><p><strong>12.35 – 12.40 </strong>Перерыв</p><p><strong>12.40 – 13.25 </strong>Практическое занятие разработка и производство БАС и БВС, 1 ак.час</p><p>&nbsp;</p><p><strong>13.10.23, пятница, КЗ 3К</strong></p><p><strong>10.00 – 10.20 Кофе брейк</strong></p><p><strong>10.20 – 12.00 Трансфер на аэродром Касимово</strong></p><p><strong>12.00 – 14.15 </strong>Практическое занятие, 3 ак.часа</p><p><strong>14.15 – 16.00 Трансфер в СПбГЭТУ «ЛЭТИ»</strong></p><p>&nbsp;</p><p><strong>16.10.23, понедельник, КЗ 3К</strong></p><p><strong>10.00 – 10.45 </strong>Аппаратное обеспечение беспилотной авиационной системы для автономного пилотирования, Компетенция «Эксплуатация беспилотных авиационных систем»&nbsp;</p><p><strong>10.45 – 10.50 </strong>Перерыв&nbsp;</p><p><strong>10.50 – 11.35 </strong>Программное обеспечение для выполнения автономного полета беспилотной авиационной системы</p><p><strong>11.35 – 12.00 Кофе брейк</strong></p><p><strong>12.00 – 12.45 </strong>Программное обеспечение для выполнения автономного полета беспилотной авиационной системы</p><p><strong>12.45 – 12.50 </strong>Перерыв</p><p><strong>12.50 – 13.35 </strong>Практические примеры программирования автономного полета беспилотной авиационной системы</p><p><strong>13.35 – 14.30 </strong>Трансфер в ГК Геоскан</p><p><strong>14.30 – 15.15 </strong>Разработка БВС Полезная нагрузка для БАС: магнитометр Geoshark, 1 ак.час</p><p><strong>15.15 – 15.20 </strong>Перерыв <strong>Для первой группы</strong></p><p><strong>15.20 – 16.05 </strong>Производство БАС. Гаммаспектрометр GS-11, ак.час</p><p><strong>16.05 – 16.10 </strong>Перерыв</p><p><strong>16.10 – 16.55 </strong>Применение программируемых беспилотников в образовательном процессе, мастер-класс</p><p>&nbsp;</p><p><strong>17.10.23, вторник, КЗ 3К</strong></p><p><strong>10.00 – 10.45 </strong>Использование воздушного простанства, 1 ак.час</p><p><strong>10.45 – 10.50 </strong>Перерыв</p><p><strong>10.50 – 11.35 </strong>История и структура и задачи БАС, 1 ак.час</p><p><strong>11.35 – 12.00 Кофе брейк</strong></p><p><strong>12.00 – 12.45 </strong>Классификация БАС, 1 ак.час</p><p><strong>12.45 – 12.50 </strong>Перерыв</p><p><strong>12.55 – 14.20 </strong>Область применения БВС, 2 ак.часа</p><p>&nbsp;</p><p><strong>18.10.23, среда, КЗ 3К</strong></p><p><strong>10.00 – 10.20 Кофе брейк</strong>&nbsp;</p><p><strong>10.20 – 11.20 Трансфер в ГК «Геоскан» Для второй группы</strong></p><p><strong>11.20 – 12.05 </strong>Разработка БВС. Полезная нагрузка для БАС: магнитометр Geoshark, 1 ак.час</p><p><strong>12.05 – 12.10 </strong>Перерыв</p><p><strong>12.10 – 12.55 </strong>Производство БАС. Гаммаспектрометр GS-11, ак.час</p><p><strong>12.55 – 13.00 </strong>Перерыв</p><p><strong>13.00 – 13.45 </strong>Применение программируемых беспилотников в образовательном процессе, мастер-класс</p><p><strong>12.45 - 13.45 Трансфер в ГК «Геоскан» Для третьей группы</strong></p><p><strong>13.45 – 14.30 </strong>Разработка БВС. Полезная нагрузка для БАС: магнитометр Geoshark, 1 ак.час</p><p><strong>14.30 – 14.35 </strong>Перерыв</p><p><strong>14.35 – 15.20 </strong>Производство БАС. Гаммаспектрометр GS-11, ак.час</p><p><strong>15.20 – 15.25 </strong>Перерыв</p><p><strong>15.25 – 16.10 </strong>Применение программируемых беспилотников в образовательном процессе, мастер-класс</p><p>&nbsp;</p><p><strong>19.10.23, четверг, КЗ 3К</strong></p><p><strong>10.00 – 10.45 </strong>Современные технологии искусственного интеллекта, 1 ак.час</p><p><strong>10.45 – 10.50 </strong>Перерыв</p><p><strong>10.50 – 11.35 </strong>Применение технологий искусственного интеллекта, 1 ак.час</p><p><strong>11.35 – 12.00 Кофе брейк</strong></p><p><strong>12.00 – 12.45 </strong>Применение технологий искусственного интеллекта в БАС различного типа и назначения, 1 ак.час</p><p><strong>12.45 – 12.50 </strong>Перерыв</p><p><strong>12.50 – 13.35 </strong>Перспективы развития применения искусственного интеллекта в БАС, 1 ак.час</p><p>&nbsp;</p><p><strong>20.10.23, пятница, КЗ 3К</strong></p><p><strong>10.00 – 10.45 </strong>Основы правового регулирования полетов БВ, 1 ак.час</p><p><strong>10.45 – 10.50 </strong>Перерыв</p><p><strong>10.50 – 11.35 </strong>Порядок использования БВС 1 ак.час</p><p><strong>11.35 – 12.00 Кофе брейк</strong></p><p><strong>12.00 – 12.45 </strong>Ключевые технологические вызовы отрасли и задачи для развития отрасли, 1 ак.часа</p><p><strong>12.45 – 12.50 </strong>Перерыв</p><p><strong>12.50 – 13.35 </strong>Обсуждение, подведение итогов, 1 ак.час</p><p><strong>13.35 – 14.10 Торжественное закрытие, вручение сертификатов</strong></p><p><strong>14.10 – 15.30 Фуршет</strong></p>",Не задан
65,Безопасность и этика искусственного интеллекта,40,0,"2023-10-16, 00:00","2023-11-30, 00:00","<p style=""text-align:center;""><strong>Программа повышения квалификации «Безопасность и этика искусственного интеллекта»</strong></p><p>Модуль 1. Введение</p><p>Модуль 2. Системы ИИ, основные принципы работы&nbsp;</p><p>Модуль 3. Безопасность систем ИИ, анализ уязвимостей&nbsp;</p><p>Модуль 4. Принципы построения безопасных ИИ, этические проблемы работы систем ИИ&nbsp;&nbsp;</p>",Не задан
66,Подготовка педагогических работников в области искусственного интеллекта в физиологии и медицине,40,0,"2023-10-16, 00:00","2023-11-30, 00:00","<p style=""text-align:center;"">Программа повышения квалификации «Подготовка педагогических работников в области искусственного интеллекта в физиологии и медицине»</p><p>Модуль 1. Медицинские данные и требования к их анализу&nbsp;</p><p>Модуль 2. Стандартизация систем в медицине на базе искусственного интеллекта</p><p>Модуль 3. Медицинские интеллектуальные видеосистемы и обработка изображений</p>",Не задан
67,Основы семантических технологий и многоагентных систем,60,0,"2023-10-16, 00:00","2023-11-30, 00:00","<p style=""text-align:center;"">Программа повышения квалификации <strong>«</strong>Семантические технологии и многоагентные системы<strong>»</strong></p><p>Модуль 1. Интеллектуальные системы в логической парадигме</p><p>Модуль 2. Семантический Web</p><p>Модуль 3. Интеллектуальные агенты и многоагентные системы</p><p>Модуль 4. Проектирование&nbsp; информационных систем на основе семантических технологий</p>",Не задан
68,Автономные интеллектуальные системы,40,0,"2023-10-16, 00:00","2023-11-30, 00:00","<p style=""text-align:center;"">Программа повышения квалификации <strong>«</strong>Автономные интеллектуальные системы<strong>»</strong></p><p>Модуль 1. Введение</p><p>Модуль 2. Машинное обучение и нейронные сети</p><p>Модуль 3. Параллельное программирование</p><p>Модуль 4. Классические Байесовские фильтры</p><p>Модуль 5. Алгоритмы беспилотного транспорта</p><p>Модуль 6. Заключение</p>",Не задан
69,Этика и правовые проблемы искусственного интеллекта,34,0,"2023-10-16, 00:00","2023-11-30, 00:00","<p style=""text-align:justify;"">Программа направлена на изучение общих этических принципов использования технологий ИИ с помощью междисциплинарного и межотраслевого подхода, включая всех участников на всех этапах цепочки жизненного цикла систем ИИ, а также соблюдения действующих и разработанных в случае необходимости нормативно-­правовых актов, международных договоров и соглашений, применимых к вопросам обеспечения прав и свобод граждан в контексте использования информационных технологий и ИИ.</p>",Не задан
70,Введение в анализ больших данных (Для лиц 35-50 лет),24,0,"2023-11-7, 00:00","2023-11-30, 00:00","<p>Бесплатное обучение для лиц от 35 до 50. &nbsp;</p><p>Целью освоения программы является теоретическая и практическая подготовка к работе с большими данными. Знания, полученные в результате освоения программы, помогут при сборе и анализе крупных объемов структурированной или неструктурированной информации, при разработке моделей данных и получении новых знаний. Программа состоит из полностью автоматизированного онлайн курса и трех вебинаров с преподавателем.</p>",Не задан
71,Большие данные: обработка массивов данных и их пространственное построение на основе геоинформационных технологий (Для лиц 35-50 лет),24,0,"2023-11-7, 00:00","2023-11-30, 00:00","<p>Бесплатное обучение для лиц от 35 до 50. &nbsp;</p><p>В ходе освоения программы рассматриваются геоинформационные системы, виды графических данных и их взаимосвязь, ГИС-приложения. Особое внимание уделено задачам и алгоритмам решений в многомерном пространстве. Интегрально, слушатели осваивают методологию принятия административных решений на основе анализа больших данных, в том числе риск-ориентированный подход. Программа состоит из вебинаров с преподавателем.</p>",Не задан
72,Основы программирования на Python (Для лиц 35-50 лет),36,0,"2023-11-7, 00:00","2023-11-30, 00:00","<p>Бесплатное обучение для лиц от 35 до 50. &nbsp;</p><p>В программе рассматриваются основные управляющие конструкции языка Python и базовые типы данных. Слушатели знакомятся с принципами объектно-ориентированного и функционального (функции высшего порядка и чистые функции) программирования, понятиями класса, объекта, метода, поля. Разъясняются на примерах такие понятия как конструктор, инкапсуляция, наследование. Программа состоит из полностью автоматизированного онлайн курса и трех вебинаров с преподавателем.</p>",Не задан
73,Управление ИТ проектами и продуктами (Для лиц 35-50 лет),24,0,"2023-11-7, 00:00","2023-11-30, 00:00","<p>Бесплатное обучение для лиц от 35 до 50. &nbsp;</p><p>Программа предполагает изучение основ управления ИТ проектами и продуктами, включая традиционные и гибкие методологии. На примерах рассматриваются принципы ресурсного планирования, управления рисками и сроками. Отдельный модуль программы посвящен основным ролям на проекте: бизнес/ системный аналитик, архитектор/ разработчик, инженер по тестированию и др. Программа состоит вебинаров с преподавателем.</p>",Не задан
74,"Мобильная разработка: ваше первое мобильное приложение за 2 недели (разработка на Android, для лиц 35-50 лет)",24,0,"2023-11-7, 00:00","2023-11-30, 00:00",<p>Бесплатное обучение для лиц от 35 до 50. &nbsp;</p><p>Программа посвящена особенностям мобильной разработки и призвана предоставить слушателям основные инструменты мобильного разработчика на Android.</p>,Не задан
75,Распределенные и облачные вычисления (Для лиц 35-50 лет),36,0,"2023-11-7, 00:00","2023-12-7, 00:00","<p>Бесплатное обучение для лиц от 35 до 50. &nbsp;</p><p>Слушатели программы в ходе обучения освоят следующие темы: Современные тенденции в веб-технологии, объектные распределенные системы, технология BlockChain, элементы архитектуры облачных вычислений. Кроме того, отдельно рассматриваются облачные сервисы Яндекс, Google и Microsoft. Программа состоит из полностью автоматизированного онлайн курса и пяти вебинаров с преподавателем.</p>",Не задан
76,Системный аналитик в области охраны окружающей среды и техносферной безопасности (Для лиц 35-50 лет),24,0,"2023-11-7, 00:00","2023-12-1, 00:00","<p>Бесплатное обучение для лиц от 35 до 50. &nbsp;</p><p>Программа рассматривает основные направления системной аналитики в области защиты окружающей среды. Отдельный модуль также посвящен вопросам обеспечения надзора и контроля в области техносферной безопасности, мониторинга, целям и задачам нормирования, проведению измерений и работе испытательных лабораторий. Программа состоит из вебинаров с преподавателем.</p>",Не задан
77,Визуализация данных (Для лиц 35-50 лет),36,0,"2023-11-7, 00:00","2023-11-30, 00:00","<p>Бесплатное обучение для лиц от 35 до 50. &nbsp;</p><p>Программа рассматривает основные методы визуализации данных, в том числе визуализацию многомерны данных, визуализацию временных рядов, графов и деревьев. Отдельный модуль посвящен сравнению и оценке эффективности методик визуализации.</p><p>Программа состоит из полностью автоматизированного онлайн курса и трех вебинаров с преподавателем.</p>",Не задан
78,Введение в профессию бизнес-аналитика (Для лиц 35-50 лет),24,0,"2023-11-7, 00:00","2023-11-30, 00:00","<p>Бесплатное обучение для лиц от 35 до 50. &nbsp;</p><p>Слушатели программы в ходе обучения освоят базовые компетенции аналитика. Программа рассматривает следующие темы: проектное управление, методика разработки ИС, уровни и типы требований к ПО, планирование и мониторинг бизнес-анализа, разработка требований. Также рассматривается ракурс в требованиях: Agile и Waterfall, бизнес процессы, осуществляется моделирование бизнес–процессов. Программа состоит из вебинаров с преподавателем.</p>",Не задан
